timestamp,open,close,min,max,from_currency,to_currency
2022-12-31 00:00:00+00:00,16605.86,16540.27,16478.0,16634.76,BTC,USDT
2022-12-30 00:00:00+00:00,16634.79,16605.86,16338.81,16655.0,BTC,USDT
2022-12-29 00:00:00+00:00,16540.67,16638.14,16488.45,16664.49,BTC,USDT
2022-12-28 00:00:00+00:00,16705.62,16543.92,16470.03,16775.51,BTC,USDT
2022-12-27 00:00:00+00:00,16920.46,16706.34,16600.0,16968.63,BTC,USDT
2022-12-26 00:00:00+00:00,16825.7,16916.23,16799.47,16937.71,BTC,USDT
2022-12-25 00:00:00+00:00,16833.85,16825.67,16717.03,16847.0,BTC,USDT
2022-12-24 00:00:00+00:00,16784.59,16833.85,16784.17,16849.13,BTC,USDT
2022-12-23 00:00:00+00:00,16819.8,16786.09,16748.08,16933.13,BTC,USDT
2022-12-22 00:00:00+00:00,16824.15,16820.36,16564.65,16869.14,BTC,USDT
2022-12-21 00:00:00+00:00,16895.25,16827.78,16732.14,16918.43,BTC,USDT
2022-12-20 00:00:00+00:00,16432.44,16897.27,16396.63,17044.73,BTC,USDT
2022-12-19 00:00:00+00:00,16739.65,16442.09,16273.87,16797.88,BTC,USDT
2022-12-18 00:00:00+00:00,16777.98,16739.64,16656.03,16842.16,BTC,USDT
2022-12-17 00:00:00+00:00,16629.6,16774.51,16581.3,16786.43,BTC,USDT
2022-12-16 00:00:00+00:00,17355.17,16632.11,16534.86,17526.76,BTC,USDT
2022-12-15 00:00:00+00:00,17806.17,17355.17,17278.01,17849.43,BTC,USDT
2022-12-14 00:00:00+00:00,17775.78,17806.17,17660.68,18376.22,BTC,USDT
2022-12-13 00:00:00+00:00,17203.7,17780.21,17080.91,17977.3,BTC,USDT
2022-12-12 00:00:00+00:00,17084.96,17203.7,16871.06,17233.05,BTC,USDT
2022-12-11 00:00:00+00:00,17119.92,17082.6,17072.51,17257.07,BTC,USDT
2022-12-10 00:00:00+00:00,17121.11,17121.39,17093.06,17221.61,BTC,USDT
2022-12-09 00:00:00+00:00,17228.06,17120.42,17064.13,17338.89,BTC,USDT
2022-12-08 00:00:00+00:00,16834.59,17228.06,16729.51,17285.22,BTC,USDT
2022-12-07 00:00:00+00:00,17082.88,16834.04,16686.5,17138.14,BTC,USDT
2022-12-06 00:00:00+00:00,16966.35,17082.7,16910.61,17103.62,BTC,USDT
2022-12-05 00:00:00+00:00,17099.59,16965.71,16888.0,17413.05,BTC,USDT
2022-12-04 00:00:00+00:00,16878.28,17105.39,16877.39,17147.52,BTC,USDT
2022-12-03 00:00:00+00:00,17082.8,16882.6,16859.92,17153.1,BTC,USDT
2022-12-02 00:00:00+00:00,16969.68,17082.8,16798.35,17097.37,BTC,USDT
2022-12-01 00:00:00+00:00,17159.63,16967.14,16862.24,17297.13,BTC,USDT
2022-11-30 00:00:00+00:00,16435.12,17155.9,16421.85,17243.62,BTC,USDT
2022-11-29 00:00:00+00:00,16208.21,16437.82,16096.02,16537.74,BTC,USDT
2022-11-28 00:00:00+00:00,16417.2,16213.47,16005.01,16477.39,BTC,USDT
2022-11-27 00:00:00+00:00,16452.4,16425.89,16402.51,16600.01,BTC,USDT
2022-11-26 00:00:00+00:00,16516.57,16452.49,16389.72,16708.66,BTC,USDT
2022-11-25 00:00:00+00:00,16603.29,16515.34,16358.0,16617.16,BTC,USDT
2022-11-24 00:00:00+00:00,16603.34,16604.41,16461.01,16805.4,BTC,USDT
2022-11-23 00:00:00+00:00,16227.12,16606.6,16166.38,16696.88,BTC,USDT
2022-11-22 00:00:00+00:00,15780.68,16226.26,15617.68,16300.0,BTC,USDT
2022-11-21 00:00:00+00:00,16287.63,15780.77,15490.81,16297.83,BTC,USDT
2022-11-20 00:00:00+00:00,16701.43,16287.63,16189.8,16748.89,BTC,USDT
2022-11-19 00:00:00+00:00,16696.93,16702.9,16556.74,16819.95,BTC,USDT
2022-11-18 00:00:00+00:00,16692.24,16696.72,16550.24,16985.32,BTC,USDT
2022-11-17 00:00:00+00:00,16658.11,16692.24,16416.44,16752.48,BTC,USDT
2022-11-16 00:00:00+00:00,16889.57,16658.73,16383.68,17003.81,BTC,USDT
2022-11-15 00:00:00+00:00,16611.47,16890.66,16527.25,17129.15,BTC,USDT
2022-11-14 00:00:00+00:00,16339.41,16622.9,15829.39,17186.52,BTC,USDT
2022-11-13 00:00:00+00:00,16813.54,16342.96,16255.0,16950.58,BTC,USDT
2022-11-12 00:00:00+00:00,17058.52,16811.29,16633.79,17109.97,BTC,USDT
2022-11-11 00:00:00+00:00,17605.05,17049.98,16370.39,17690.33,BTC,USDT
2022-11-10 00:00:00+00:00,15918.46,17602.85,15749.74,18186.11,BTC,USDT
2022-11-09 00:00:00+00:00,18544.7,15906.06,15587.49,18590.8,BTC,USDT
2022-11-08 00:00:00+00:00,20587.34,18544.7,17000.85,20672.83,BTC,USDT
2022-11-07 00:00:00+00:00,20908.2,20586.35,20395.89,21071.03,BTC,USDT
2022-11-06 00:00:00+00:00,21292.8,20906.55,20894.0,21355.13,BTC,USDT
2022-11-05 00:00:00+00:00,21143.78,21292.9,21079.85,21477.89,BTC,USDT
2022-11-04 00:00:00+00:00,20204.06,21143.76,20178.78,21282.62,BTC,USDT
2022-11-03 00:00:00+00:00,20150.01,20204.99,20050.0,20386.49,BTC,USDT
2022-11-02 00:00:00+00:00,20480.14,20149.18,20069.91,20796.38,BTC,USDT
2022-11-01 00:00:00+00:00,20493.89,20480.33,20338.18,20689.0,BTC,USDT
2022-10-31 00:00:00+00:00,20625.71,20489.98,20239.05,20832.82,BTC,USDT
2022-10-30 00:00:00+00:00,20804.86,20627.48,20522.26,20934.94,BTC,USDT
2022-10-29 00:00:00+00:00,20591.29,20810.16,20558.01,21075.0,BTC,USDT
2022-10-28 00:00:00+00:00,20291.93,20591.57,20003.18,20745.25,BTC,USDT
2022-10-27 00:00:00+00:00,20768.86,20291.93,20200.0,20872.41,BTC,USDT
2022-10-26 00:00:00+00:00,20079.06,20768.85,20052.85,21012.53,BTC,USDT
2022-10-25 00:00:00+00:00,19326.9,20077.18,19242.67,20411.99,BTC,USDT
2022-10-24 00:00:00+00:00,19571.09,19329.89,19162.01,19594.55,BTC,USDT
2022-10-23 00:00:00+00:00,19202.45,19569.76,19090.0,19687.49,BTC,USDT
2022-10-22 00:00:00+00:00,19161.09,19203.36,19120.61,19249.98,BTC,USDT
2022-10-21 00:00:00+00:00,19036.28,19160.08,18667.21,19241.58,BTC,USDT
2022-10-20 00:00:00+00:00,19123.84,19046.47,18915.36,19346.17,BTC,USDT
2022-10-19 00:00:00+00:00,19326.48,19124.17,19086.16,19352.57,BTC,USDT
2022-10-18 00:00:00+00:00,19548.21,19329.52,19105.01,19698.51,BTC,USDT
2022-10-17 00:00:00+00:00,19260.12,19548.46,19158.0,19660.0,BTC,USDT
2022-10-16 00:00:00+00:00,19067.42,19261.33,19067.08,19420.44,BTC,USDT
2022-10-15 00:00:00+00:00,19173.54,19068.63,18994.0,19222.45,BTC,USDT
2022-10-14 00:00:00+00:00,19371.42,19174.71,19104.56,19941.65,BTC,USDT
2022-10-13 00:00:00+00:00,19155.88,19374.86,18166.96,19500.0,BTC,USDT
2022-10-12 00:00:00+00:00,19063.79,19157.49,18984.51,19233.25,BTC,USDT
2022-10-11 00:00:00+00:00,19130.89,19063.89,18866.88,19267.65,BTC,USDT
2022-10-10 00:00:00+00:00,19439.16,19130.56,19046.0,19523.67,BTC,USDT
2022-10-09 00:00:00+00:00,19411.54,19443.59,19324.68,19549.65,BTC,USDT
2022-10-08 00:00:00+00:00,19531.43,19413.6,19271.38,19618.1,BTC,USDT
2022-10-07 00:00:00+00:00,19961.04,19527.88,19327.58,20063.25,BTC,USDT
2022-10-06 00:00:00+00:00,20158.9,19959.51,19862.48,20448.08,BTC,USDT
2022-10-05 00:00:00+00:00,20338.05,20160.15,19733.55,20360.81,BTC,USDT
2022-10-04 00:00:00+00:00,19628.39,20338.55,19502.35,20450.0,BTC,USDT
2022-10-03 00:00:00+00:00,19056.13,19630.13,18967.44,19706.83,BTC,USDT
2022-10-02 00:00:00+00:00,19311.61,19056.0,18929.61,19386.67,BTC,USDT
2022-10-01 00:00:00+00:00,19419.93,19311.58,19190.0,19475.17,BTC,USDT
2022-09-30 00:00:00+00:00,19590.02,19421.87,19178.76,20160.14,BTC,USDT
2022-09-29 00:00:00+00:00,19417.4,19588.15,18855.45,19628.91,BTC,USDT
2022-09-28 00:00:00+00:00,19074.65,19413.73,18477.96,19768.77,BTC,USDT
2022-09-27 00:00:00+00:00,19224.84,19074.18,18819.35,20371.29,BTC,USDT
2022-09-26 00:00:00+00:00,18806.91,19225.45,18685.55,19305.91,BTC,USDT
2022-09-25 00:00:00+00:00,18919.09,18813.71,18638.43,19165.9,BTC,USDT
2022-09-24 00:00:00+00:00,19294.37,18921.88,18813.13,19300.86,BTC,USDT
2022-09-23 00:00:00+00:00,19397.05,19293.65,18535.46,19492.31,BTC,USDT
2022-09-22 00:00:00+00:00,18447.85,19396.87,18359.5,19508.0,BTC,USDT
2022-09-21 00:00:00+00:00,18873.5,18459.68,18153.38,19896.0,BTC,USDT
2022-09-20 00:00:00+00:00,19532.31,18874.78,18727.12,19624.09,BTC,USDT
2022-09-19 00:00:00+00:00,19415.36,19533.68,18268.28,19672.93,BTC,USDT
2022-09-18 00:00:00+00:00,20114.51,19416.63,19354.34,20114.51,BTC,USDT
2022-09-17 00:00:00+00:00,19797.99,20114.85,19759.61,20183.16,BTC,USDT
2022-09-16 00:00:00+00:00,19699.58,19797.2,19346.51,19884.86,BTC,USDT
2022-09-15 00:00:00+00:00,20216.71,19697.69,19510.0,20323.37,BTC,USDT
2022-09-14 00:00:00+00:00,20173.13,20213.17,19566.57,20528.16,BTC,USDT
2022-09-13 00:00:00+00:00,22396.14,20173.16,19861.21,22787.27,BTC,USDT
2022-09-12 00:00:00+00:00,21833.95,22397.29,21549.33,22480.61,BTC,USDT
2022-09-11 00:00:00+00:00,21647.93,21831.06,21352.97,21867.64,BTC,USDT
2022-09-10 00:00:00+00:00,21363.97,21646.69,21122.07,21808.42,BTC,USDT
2022-09-09 00:00:00+00:00,19320.62,21362.19,19293.51,21613.58,BTC,USDT
2022-09-08 00:00:00+00:00,19289.64,19319.79,19019.03,19454.4,BTC,USDT
2022-09-07 00:00:00+00:00,18789.85,19295.12,18528.72,19484.05,BTC,USDT
2022-09-06 00:00:00+00:00,19793.94,18787.62,18662.45,20172.22,BTC,USDT
2022-09-05 00:00:00+00:00,19998.16,19792.31,19640.66,20052.64,BTC,USDT
2022-09-04 00:00:00+00:00,19838.44,19997.73,19598.0,20026.2,BTC,USDT
2022-09-03 00:00:00+00:00,19951.23,19831.13,19664.61,20052.08,BTC,USDT
2022-09-02 00:00:00+00:00,20129.36,19951.15,19763.17,20433.76,BTC,USDT
2022-09-01 00:00:00+00:00,20056.61,20125.43,19573.91,20203.99,BTC,USDT
2022-08-31 00:00:00+00:00,19809.17,20052.89,19808.04,20490.68,BTC,USDT
2022-08-30 00:00:00+00:00,20291.51,19804.65,19549.3,20572.0,BTC,USDT
2022-08-29 00:00:00+00:00,19562.4,20288.62,19562.4,20418.06,BTC,USDT
2022-08-28 00:00:00+00:00,20036.93,19564.18,19538.72,20156.16,BTC,USDT
2022-08-27 00:00:00+00:00,20241.57,20035.86,19822.38,20366.3,BTC,USDT
2022-08-26 00:00:00+00:00,21558.01,20242.21,20116.96,21872.37,BTC,USDT
2022-08-25 00:00:00+00:00,21366.46,21561.5,21313.29,21809.04,BTC,USDT
2022-08-24 00:00:00+00:00,21527.14,21367.5,21158.98,21895.49,BTC,USDT
